Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
OAS2	13	2	0	2	2	31	19	35	44	0.0476190476190476	0.0454545454545455	0.428571428571429	0.044163
OAS3	14	2	0	2	2	39	17	39	53	0.0398550724637681	0.0380434782608696	0.322463768115942	0.018448
OASL	8	4	0	4	0	23	10	22	31	0.126506024096386	0	0.325301204819277	0
OAT	3	2	0	2	1	6	3	3	9	0.196428571428571	0.0982142857142857	0.339285714285714	0
OAZ1	0	0	0	0	1	1	0	0	1	0	0.34375	0	0
OAZ2	1	1	0	1	0	2	0	1	3	0.230769230769231	0	0	0
OAZ3	1	1	0	1	0	4	2	4	5	0.166666666666667	0	0.388888888888889	0
OBFC1	2	2	0	2	0	9	6	10	11	0.166666666666667	0	0.515151515151515	0.033269
OBP2A	2	3	0	3	0	9	3	7	11	0.242424242424242	0	0.287878787878788	0
OBP2B	3	0	0	0	0	3	2	2	6	0	0	0.341463414634146	0
OBSCN	148	17	11	28	16	264	151	234	412	0.0680830516658619	0.0388701110574602	0.366489618541767	0.012609
OBSL1	25	2	6	8	0	43	34	44	68	0.116809116809117	0	0.495726495726496	0.008517
OC90	13	5	1	6	2	39	20	41	52	0.114391143911439	0.0387453874538745	0.383763837638376	0.059639
OCA2	29	3	3	6	4	72	38	75	101	0.060077519379845	0.0397286821705426	0.375968992248062	0.042053
OCEL1	2	0	0	0	0	8	5	11	10	0	0	0.475409836065574	0
OCIAD1	4	1	0	1	2	16	3	13	20	0.0540540540540541	0.0945945945945946	0.171171171171171	0
OCIAD2	0	2	0	2	1	5	3	4	5	0.305555555555556	0.152777777777778	0.527777777777778	0
OCLM	0	0	0	0	1	2	1	2	2	0	0.261904761904762	0.428571428571429	0
OCLN	2	0	0	0	0	8	10	15	10	0	0	0.885245901639344	0.023427
OCM	1	0	0	0	1	4	1	3	5	0	0.152777777777778	0.25	0
OCM2	0	0	0	0	0	1	0	1	1	0	0	0	0
OCRL	14	5	0	5	3	43	22	47	57	0.0878378378378378	0.0523648648648649	0.385135135135135	0.007989
OCSTAMP	1	2	0	2	0	4	3	4	5	0.305555555555556	0	0.527777777777778	0
ODAM	3	1	0	1	2	10	10	14	13	0.0789473684210526	0.138157894736842	0.710526315789474	0.043891
ODC1	10	0	0	0	0	20	7	17	30	0	0	0.24223602484472	0
ODF1	5	3	1	4	0	20	12	21	25	0.154411764705882	0	0.470588235294118	0.031945
ODF2	23	1	0	1	1	46	24	47	69	0.0168539325842697	0.0154494382022472	0.348314606741573	0.029035
ODF2L	3	2	2	4	3	20	12	22	23	0.166666666666667	0.123015873015873	0.507936507936508	0.016493
ODF3	7	1	0	1	0	11	5	8	18	0.0594059405940594	0	0.287128712871287	0.039755
ODF3B	1	0	0	0	0	3	2	4	4	0	0	0.451612903225806	0
ODF3L1	2	0	1	1	0	4	3	4	6	0.146341463414634	0	0.463414634146341	0
ODF3L2	2	0	0	0	1	10	2	9	12	0	0.0774647887323944	0.197183098591549	0.03625
ODF4	7	0	0	0	1	20	3	15	27	0	0.0376712328767123	0.13013698630137	0.151943
OFCC1	1	1	0	1	0	3	1	2	4	0.193548387096774	0	0.290322580645161	0
OFD1	5	4	1	5	2	20	9	19	25	0.191176470588235	0.0772058823529412	0.360294117647059	0.018896
OGDH	31	1	6	7	0	51	31	47	82	0.0855106888361045	0	0.377672209026128	0.015506
OGDHL	29	4	0	4	4	74	55	93	103	0.0399239543726236	0.0389733840304182	0.53041825095057	0.040951
OGFOD1	3	0	1	1	2	14	3	12	17	0.0625	0.109375	0.197916666666667	0
OGFOD2	3	0	0	0	0	7	6	10	10	0	0	0.557377049180328	0.033269
OGFOD3	6	2	0	2	2	17	6	15	23	0.0873015873015873	0.0833333333333333	0.26984126984127	0.023427
OGFR	6	1	0	1	1	12	6	12	18	0.0594059405940594	0.0544554455445545	0.336633663366337	0
OGFRL1	5	1	1	2	1	15	9	15	20	0.0990990990990991	0.0495495495495496	0.441441441441441	0
OGG1	2	1	2	3	1	19	4	17	21	0.137931034482759	0.0474137931034483	0.206896551724138	0
OGN	6	0	1	1	1	12	4	8	18	0.0594059405940594	0.0544554455445545	0.237623762376238	0
OGT	15	3	2	5	1	38	36	54	53	0.0942028985507246	0.0199275362318841	0.666666666666667	0.025727
OIP5	3	2	1	3	0	12	1	7	15	0.186046511627907	0	0.104651162790698	0
OIT3	9	1	0	1	2	22	18	28	31	0.036144578313253	0.0632530120481928	0.566265060240964	0
OLA1	4	0	0	0	0	8	4	8	12	0	0	0.338028169014085	0
OLAH	4	1	0	1	0	10	13	18	14	0.0740740740740741	0	0.851851851851852	0.019858
OLFM1	6	0	0	0	3	14	16	23	20	0	0.13963963963964	0.756756756756757	0.015822
OLFM2	10	0	1	1	0	16	21	26	26	0.0425531914893617	0	0.773049645390071	0.014098
OLFM3	21	6	1	7	5	47	37	54	68	0.102564102564103	0.0726495726495726	0.538461538461538	0.040868
OLFM4	17	2	0	2	3	45	15	44	62	0.0342679127725857	0.0482866043613707	0.246105919003115	0.048797
OLFML1	9	5	0	5	0	22	5	15	31	0.156626506024096	0	0.174698795180723	0
OLFML2A	12	2	0	2	0	21	18	24	33	0.0625	0	0.534090909090909	0.015203
OLFML2B	31	3	0	3	4	53	30	47	84	0.037122969837587	0.0475638051044083	0.357308584686775	0.022969
OLFML3	3	0	1	1	0	12	7	18	15	0.0697674418604651	0	0.453488372093023	0
OLIG1	0	0	0	0	0	1	0	1	1	0	0	0	0
OLIG2	1	0	0	0	0	5	4	8	6	0	0	0.585365853658537	0.039755
OLIG3	8	0	0	0	0	14	11	19	22	0	0	0.487603305785124	0
OLR1	5	1	0	1	1	13	7	14	18	0.0594059405940594	0.0544554455445545	0.386138613861386	0
OMA1	5	2	0	2	1	20	3	16	25	0.0808823529411765	0.0404411764705882	0.139705882352941	0
OMD	1	3	1	4	0	12	8	15	13	0.276315789473684	0	0.578947368421053	0
OMG	6	2	1	3	0	12	1	4	18	0.158415841584158	0	0.0891089108910891	0
OMP	4	0	0	0	0	4	6	6	8	0	0	0.666666666666667	0.048728
ONECUT1	2	1	0	1	0	10	24	31	12	0.0845070422535211	0	1.74647887323944	0.057605
ONECUT2	12	0	0	0	2	19	16	19	31	0	0.0632530120481928	0.506024096385542	0.083002
ONECUT3	0	0	0	0	0	1	3	4	1	0	0	1.1875	0
OOEP	5	0	0	0	0	13	4	14	18	0	0	0.237623762376238	0.154922
OOSP2	5	0	0	0	1	20	5	18	25	0	0.0404411764705882	0.213235294117647	0.019858
OPA1	8	3	0	3	2	24	11	21	32	0.0935672514619883	0.0614035087719298	0.345029239766082	0
OPA3	5	2	0	2	0	14	2	9	19	0.10377358490566	0	0.132075471698113	0
OPALIN	2	0	0	0	0	7	7	12	9	0	0	0.696428571428572	0.028513
OPCML	22	0	0	0	2	47	22	45	69	0	0.0294943820224719	0.320224719101124	0.03625
OPHN1	13	3	2	5	3	31	18	29	44	0.112554112554113	0.0670995670995671	0.406926406926407	0
OPLAH	11	1	1	2	2	23	8	18	34	0.0607734806629834	0.0580110497237569	0.243093922651934	0
OPN1LW	5	0	0	0	0	5	5	5	10	0	0	0.475409836065574	0.054115
OPN1MW	1	0	0	0	0	1	3	3	2	0	0	0.904761904761905	0
OPN1MW2	3	0	0	0	0	7	2	6	10	0	0	0.229508196721311	0.048728
OPN1SW	15	1	0	1	0	20	11	15	35	0.032258064516129	0	0.317204301075269	0
OPN3	7	0	1	1	0	12	7	10	19	0.0566037735849057	0	0.367924528301887	0.054115
OPN4	8	3	1	4	4	26	12	23	34	0.116022099447514	0.113259668508287	0.353591160220994	0.029576
OPN5	10	3	0	3	4	26	17	29	36	0.0837696335078534	0.107329842931937	0.465968586387435	0.090596
OPRD1	4	0	0	0	0	10	15	23	14	0	0	0.975308641975309	0
OPRK1	16	2	1	3	3	31	21	32	47	0.0650406504065041	0.0630081300813008	0.443089430894309	0.057605
OPRL1	16	3	0	3	0	27	14	25	43	0.0707964601769911	0	0.327433628318584	0.027522
OPRM1	15	1	1	2	0	33	28	42	48	0.0438247011952191	0	0.573705179282868	0.044403
OPTC	11	0	0	0	3	25	7	19	36	0	0.081151832460733	0.204188481675393	0.018896
OPTN	8	1	0	1	3	17	10	17	25	0.0441176470588235	0.113970588235294	0.397058823529412	0.03793
OR10A2	5	0	0	0	0	9	9	13	14	0	0	0.604938271604938	0
OR10A3	16	3	0	3	1	38	15	33	54	0.0569395017793594	0.0195729537366548	0.281138790035587	0.061598
OR10A4	13	2	0	2	0	30	22	37	43	0.0486725663716814	0	0.504424778761062	0.043048
OR10A5	4	1	0	1	0	12	12	18	16	0.0659340659340659	0	0.703296703296703	0.019858
OR10A6	10	1	1	2	0	22	16	26	32	0.064327485380117	0	0.491228070175439	0.046222
OR10A7	14	0	0	0	0	31	16	34	45	0	0	0.355932203389831	0.128478
OR10AD1	5	0	2	2	0	13	6	12	18	0.108910891089109	0	0.336633663366337	0
OR10AG1	19	2	1	3	0	52	16	49	71	0.0437158469945355	0	0.229508196721311	0.058764
OR10C1	17	1	2	3	0	31	24	39	48	0.0637450199203187	0	0.49402390438247	0.073055
OR10G2	5	0	0	0	0	6	3	7	11	0	0	0.287878787878788	0
OR10G3	11	0	1	1	0	25	11	25	36	0.031413612565445	0	0.308900523560209	0.048452
OR10G4	6	1	0	1	0	18	6	19	24	0.0458015267175573	0	0.259541984732824	0.018896
OR10G7	9	0	1	1	0	22	10	23	31	0.036144578313253	0	0.325301204819277	0.142385
OR10G8	27	5	1	6	0	49	12	29	76	0.0792838874680307	0	0.163682864450128	0.024148
OR10G9	7	2	0	2	0	18	15	22	25	0.0808823529411765	0	0.580882352941177	0.051383
OR10H1	2	0	1	1	0	7	1	4	9	0.107142857142857	0	0.160714285714286	0
OR10H2	10	1	1	2	0	15	7	10	25	0.0808823529411765	0	0.286764705882353	0
OR10H3	9	0	0	0	0	21	6	21	30	0	0	0.211180124223602	0.017224
OR10H4	8	1	1	2	0	19	8	18	27	0.0753424657534247	0	0.301369863013699	0
OR10H5	4	0	0	0	0	9	3	8	13	0	0	0.25	0
OR10J1	17	2	0	2	0	41	22	45	58	0.0365448504983389	0	0.378737541528239	0.03625
OR10J3	12	1	0	1	0	42	18	53	54	0.0213523131672598	0	0.334519572953737	0.020201
OR10J5	16	0	0	0	1	34	11	29	50	0	0.0210727969348659	0.226053639846743	0.060836
OR10K1	21	3	1	4	1	38	19	33	59	0.0686274509803922	0.0179738562091503	0.323529411764706	0.05468
OR10K2	18	0	0	0	0	33	18	34	51	0	0	0.353383458646617	0.03793
OR10P1	10	0	0	0	0	26	12	28	36	0	0	0.335078534031414	0.013143
OR10Q1	23	1	0	1	0	46	19	45	69	0.0168539325842697	0	0.278089887640449	0.064994
OR10R2	21	3	1	4	0	47	23	49	68	0.0598290598290598	0	0.339031339031339	0.028009
OR10S1	21	2	0	2	0	52	15	47	73	0.0292553191489362	0	0.210106382978723	0.060512
OR10T2	18	1	0	1	0	37	23	44	55	0.020979020979021	0	0.416083916083916	0.059167
OR10V1	6	1	0	1	0	18	10	20	24	0.0458015267175573	0	0.412213740458015	0
OR10W1	14	1	0	1	1	35	10	28	49	0.0234375	0.021484375	0.2109375	0.03625
OR10X1	20	1	1	2	0	46	30	54	66	0.032258064516129	0	0.451612903225806	0.062951
OR10Z1	30	1	3	4	2	58	20	44	88	0.0465631929046563	0.0232815964523282	0.23059866962306	0.036905
OR11A1	7	0	0	0	0	22	9	27	29	0	0	0.314102564102564	0.013604
OR11G2	19	2	0	2	0	34	14	27	53	0.0398550724637681	0	0.268115942028986	0.03625
OR11H1	0	0	0	0	0	1	0	0	1	0	0	0	0
OR11H4	9	1	0	1	0	23	9	24	32	0.0350877192982456	0	0.286549707602339	0
OR11H6	10	2	1	3	1	27	14	30	37	0.0816326530612245	0.0280612244897959	0.377551020408163	0.041738
OR11L1	35	3	2	5	1	70	34	70	105	0.0485074626865672	0.0102611940298507	0.324626865671642	0.066961
OR12D2	8	0	0	0	0	27	15	36	35	0	0	0.424731182795699	0.010337
OR12D3	8	0	0	0	0	20	14	26	28	0	0	0.490066225165563	0.014098
OR13A1	19	4	1	5	0	33	13	24	52	0.0959409594095941	0	0.254612546125461	0.028513
OR13C2	0	0	0	0	1	4	5	9	4	0	0.17741935483871	0.935483870967742	0
OR13C3	8	0	0	0	0	20	15	28	28	0	0	0.52317880794702	0.035203
OR13C4	18	1	1	2	1	32	17	32	50	0.0421455938697318	0.0210727969348659	0.340996168582375	0.038456
OR13C5	4	0	0	0	0	15	8	20	19	0	0	0.415094339622642	0.018021
OR13C8	18	0	1	1	0	40	17	41	58	0.0199335548172757	0	0.295681063122924	0.032594
OR13C9	5	1	0	1	0	15	6	15	20	0.0540540540540541	0	0.306306306306306	0
OR13D1	7	0	1	1	0	12	8	12	19	0.0566037735849057	0	0.415094339622642	0.028513
OR13F1	22	2	1	3	0	40	13	28	62	0.0498442367601246	0	0.214953271028037	0
OR13G1	19	3	2	5	0	41	24	44	60	0.0836012861736334	0	0.398713826366559	0.055323
OR13H1	10	2	0	2	0	19	11	19	29	0.0705128205128205	0	0.378205128205128	0
OR13J1	8	1	0	1	0	13	4	8	21	0.0517241379310345	0	0.206896551724138	0
OR14A16	17	1	1	2	1	44	21	50	61	0.0348101265822785	0.0174050632911392	0.34493670886076	0.033269
OR14C36	26	3	1	4	1	52	18	41	78	0.0523690773067332	0.013715710723192	0.234413965087282	0.02545
OR14I1	18	4	0	4	2	41	15	34	59	0.0686274509803922	0.0343137254901961	0.258169934640523	0.020922
OR14J1	7	1	0	1	0	23	10	27	30	0.0372670807453416	0	0.335403726708075	0.013604
OR14K1	7	0	0	0	0	11	0	4	18	0	0	0	0
OR1A1	20	5	0	5	0	33	10	18	53	0.0942028985507246	0	0.195652173913043	0
OR1A2	12	0	0	0	0	21	15	26	33	0	0	0.448863636363636	0.014098
OR1B1	12	2	0	2	0	20	14	22	32	0.064327485380117	0	0.432748538011696	0.042437
OR1C1	30	3	1	4	0	49	22	41	79	0.0517241379310345	0	0.280788177339901	0.032594
OR1D2	6	0	0	0	0	12	9	16	18	0	0	0.485148514851485	0.039755
OR1E1	4	0	0	0	0	11	2	9	15	0	0	0.162790697674419	0
OR1E2	0	0	0	0	0	6	0	5	6	0	0	0	0
OR1F1	13	0	0	0	0	20	8	16	33	0	0	0.25	0
OR1F2P	3	0	0	0	0	9	3	9	12	0	0	0.267605633802817	0
OR1G1	9	0	0	0	0	22	5	17	31	0	0	0.174698795180723	0.020922
OR1I1	11	0	0	0	0	17	14	20	28	0	0	0.490066225165563	0.033269
OR1J1	6	1	1	2	0	15	14	21	21	0.0948275862068966	0	0.637931034482759	0.043891
OR1J2	14	0	0	0	0	31	12	30	45	0	0	0.271186440677966	0.048728
OR1J4	10	0	0	0	0	23	14	26	33	0	0	0.420454545454545	0.014098
OR1K1	4	0	0	0	0	9	10	18	13	0	0	0.710526315789474	0.019858
OR1L1	7	1	2	3	0	21	9	23	28	0.105960264900662	0	0.324503311258278	0.029576
OR1L3	10	1	0	1	0	24	11	25	34	0.0331491712707182	0	0.325966850828729	0.01463
OR1L4	3	0	0	0	0	8	9	14	11	0	0	0.742424242424243	0.026595
OR1L6	4	0	0	0	0	6	1	6	10	0	0	0.147540983606557	0
OR1L8	13	1	0	1	0	31	8	25	44	0.025974025974026	0	0.19047619047619	0.027522
OR1M1	10	2	0	2	0	23	11	22	33	0.0625	0	0.335227272727273	0.016493
OR1N1	13	1	1	2	0	24	8	17	37	0.0561224489795918	0	0.224489795918367	0.020922
OR1N2	15	2	1	3	0	37	13	34	52	0.0590405904059041	0	0.254612546125461	0.05332
OR1Q1	9	0	1	1	0	25	16	31	34	0.0331491712707182	0	0.464088397790055	0.112379
OR1S1	18	0	2	2	0	37	9	28	55	0.0384615384615385	0	0.171328671328671	0.024913
OR1S2	15	2	0	2	0	42	7	36	57	0.0371621621621622	0	0.131756756756757	0.087236
OR2A12	26	0	0	0	1	49	23	50	75	0	0.0142487046632124	0.308290155440414	0.01463
OR2A14	13	1	2	3	0	26	6	17	39	0.0776699029126214	0	0.16504854368932	0.020922
OR2A2	16	1	0	1	0	26	11	21	42	0.0271493212669683	0	0.266968325791855	0
OR2A25	14	1	1	2	0	30	14	33	44	0.0476190476190476	0	0.32034632034632	0.057605
OR2A4	0	0	0	0	0	1	0	0	1	0	0	0	0
OR2A5	19	4	3	7	0	41	14	31	60	0.115755627009646	0	0.237942122186495	0.040726
OR2AE1	9	1	0	1	0	12	9	11	21	0.0517241379310345	0	0.422413793103448	0.033269
OR2AG1	11	1	0	1	2	22	7	16	33	0.0340909090909091	0.0596590909090909	0.221590909090909	0
OR2AG2	7	0	1	1	0	17	9	20	24	0.0458015267175573	0	0.374045801526718	0.0347
OR2AJ1	0	0	0	0	0	1	0	1	1	0	0	0	0
OR2AK2	14	2	0	2	0	35	26	46	49	0.04296875	0	0.5234375	0.040951
OR2AP1	2	0	0	0	0	2	0	0	4	0	0	0	0
OR2AT4	9	0	0	0	0	20	11	24	29	0	0	0.378205128205128	0
OR2B11	23	3	3	6	0	53	18	44	76	0.0792838874680307	0	0.240409207161125	0.047995
OR2B2	12	1	0	1	2	24	21	31	36	0.031413612565445	0.0549738219895288	0.570680628272251	0.022747
OR2B3	11	2	1	3	0	23	19	29	34	0.0883977900552486	0	0.546961325966851	0.012712
OR2B6	11	3	1	4	0	27	12	27	38	0.104477611940299	0	0.318407960199005	0.03625
OR2C1	8	3	0	3	0	20	6	15	28	0.105960264900662	0	0.225165562913907	0.023427
OR2C3	22	2	0	2	0	55	22	53	77	0.0277777777777778	0	0.287878787878788	0.046667
OR2D2	9	1	1	2	1	21	8	18	30	0.0683229813664596	0.0341614906832298	0.273291925465839	0.03625
OR2D3	14	0	2	2	0	28	9	23	42	0.0497737556561086	0	0.221719457013575	0.015822
OR2F1	14	0	0	0	0	21	17	24	35	0	0	0.478494623655914	0.028513
OR2F2	14	2	1	3	0	28	12	25	42	0.0723981900452489	0	0.289592760180995	0.01463
OR2G2	27	2	2	4	0	53	29	52	80	0.0510948905109489	0	0.362530413625304	0.042264
OR2G3	24	4	0	4	1	51	21	50	75	0.0544041450777202	0.0142487046632124	0.282383419689119	0.043734
OR2G6	28	2	1	3	0	60	49	81	88	0.0354767184035477	0	0.552106430155211	0.048768
OR2H1	5	1	0	1	0	16	12	25	21	0.0517241379310345	0	0.551724137931034	0.01463
OR2H2	4	1	1	2	0	11	5	11	15	0.127906976744186	0	0.337209302325581	0.030717
OR2J1	0	0	0	0	0	3	0	3	3	0	0	0	0
OR2J2	7	3	1	4	0	19	20	29	26	0.148936170212766	0	0.73758865248227	0.013143
OR2J3	14	3	0	3	0	23	9	17	37	0.0816326530612245	0	0.25	0.050484
OR2K2	5	1	0	1	0	19	14	28	24	0.0458015267175573	0	0.564885496183206	0.024913
OR2L13	31	0	0	0	0	63	32	65	94	0	0	0.340956340956341	0.051836
OR2L1P	9	0	0	0	0	18	0	9	27	0	0	0	0
OR2L2	19	1	1	2	0	47	32	59	66	0.032258064516129	0	0.480938416422287	0.04705
OR2L3	5	2	1	3	1	14	7	14	19	0.150943396226415	0.0518867924528302	0.367924528301887	0.043891
OR2L5	2	0	0	0	0	2	0	0	4	0	0	0	0
OR2L8	0	0	1	1	0	6	4	10	6	0.146341463414634	0	0.585365853658537	0.033269
OR2M1P	4	1	0	1	0	15	0	10	19	0.0566037735849057	0	0	0
OR2M2	12	2	5	7	0	45	5	34	57	0.121621621621622	0	0.097972972972973	0.060192
OR2M3	5	1	2	3	0	25	6	24	30	0.0993788819875776	0	0.211180124223602	0.136197
OR2M4	18	1	0	1	0	36	33	56	54	0.0213523131672598	0	0.601423487544484	0.039755
OR2M5	10	1	0	1	0	32	8	30	42	0.0271493212669683	0	0.199095022624434	0.050711
OR2M7	8	4	0	4	0	24	6	19	32	0.12280701754386	0	0.198830409356725	0.018896
OR2S2	5	0	0	0	0	11	5	12	16	0	0	0.318681318681319	0
OR2T1	21	3	4	7	1	44	28	43	65	0.107142857142857	0.0163690476190476	0.428571428571429	0.037583
OR2T10	10	3	0	3	0	30	12	33	40	0.0758293838862559	0	0.303317535545024	0.030717
OR2T11	12	1	3	4	0	39	15	39	51	0.0789473684210526	0	0.296992481203008	0.018448
OR2T12	2	1	0	1	0	8	4	9	10	0.0983606557377049	0	0.39344262295082	0.03625
OR2T2	4	0	0	0	0	8	1	5	12	0	0	0.126760563380282	0
OR2T27	1	0	0	0	0	2	0	1	3	0	0	0	0
OR2T3	2	0	0	0	0	2	6	7	4	0	0	1.09677419354839	0.134362
OR2T33	1	0	0	0	0	9	1	9	10	0	0	0.147540983606557	0.114772
OR2T34	4	0	1	1	0	8	3	7	12	0.0845070422535211	0	0.267605633802817	0
OR2T35	0	0	0	0	0	1	0	1	1	0	0	0	0
OR2T4	18	3	0	3	0	57	21	59	75	0.0414507772020725	0	0.282383419689119	0.09931
OR2T6	26	5	1	6	0	65	33	68	91	0.0665236051502146	0	0.362660944206009	0.068242
OR2T8	1	0	0	0	1	7	3	8	8	0	0.107843137254902	0.372549019607843	0.039755
OR2U1P	0	0	0	0	0	1	0	0	1	0	0	0	0
OR2V1	0	0	1	1	0	2	0	1	2	0.285714285714286	0	0	0
OR2V2	7	0	1	1	0	18	5	16	25	0.0441176470588235	0	0.213235294117647	0.023427
OR2W1	9	3	0	3	0	25	15	30	34	0.0883977900552486	0	0.43646408839779	0.050711
OR2W3	28	6	0	6	0	53	19	43	81	0.0745192307692308	0	0.237980769230769	0.031319
OR2W5	12	0	1	1	0	26	10	25	38	0.0298507462686567	0	0.26865671641791	0.01463
OR2Y1	13	3	0	3	0	28	9	25	41	0.0740740740740741	0	0.226851851851852	0.027522
OR2Z1	11	1	0	1	1	25	13	30	36	0.031413612565445	0.0287958115183246	0.361256544502618	0.094937
OR3A1	10	2	0	2	0	24	6	18	34	0.0607734806629834	0	0.187845303867403	0.03625
OR3A2	3	2	0	2	0	10	6	11	13	0.144736842105263	0	0.447368421052632	0.030717
OR3A3	1	0	1	1	0	7	3	10	8	0.117647058823529	0	0.372549019607843	0
OR3A4P	3	0	0	0	0	7	3	8	10	0	0	0.311475409836066	0
OR4A15	20	3	1	4	1	52	27	59	72	0.0566037735849057	0.0148247978436658	0.37466307277628	0.062596
OR4A16	16	2	2	4	0	49	31	66	65	0.0625	0	0.473214285714286	0.078265
OR4A47	6	1	0	1	0	12	9	14	18	0.0594059405940594	0	0.485148514851485	0.055901
OR4A5	21	3	1	4	0	53	16	44	74	0.0551181102362205	0	0.220472440944882	0.067484
OR4B1	14	0	0	0	0	26	13	27	40	0	0	0.327014218009479	0.013604
OR4C11	19	2	1	3	0	37	29	48	56	0.0549828178694158	0	0.512027491408935	0.028513
OR4C12	8	2	1	3	0	32	18	40	40	0.0758293838862559	0	0.445497630331754	0.018021
OR4C13	7	1	0	1	0	26	18	39	33	0.0340909090909091	0	0.534090909090909	0.053946
OR4C15	24	0	2	2	0	81	30	87	105	0.0205223880597015	0	0.287313432835821	0.043154
OR4C16	20	5	2	7	0	53	29	60	73	0.0957446808510638	0	0.396276595744681	0.089253
OR4C3	29	2	3	5	0	57	18	43	86	0.0589569160997732	0	0.213151927437642	0.024398
OR4C45	1	0	0	0	0	5	1	5	6	0	0	0.219512195121951	0
OR4C46	9	0	0	0	0	16	5	13	25	0	0	0.213235294117647	0
OR4C4P	0	0	0	0	0	4	0	0	4	0	0	0	0
OR4C6	36	0	3	3	1	72	34	67	108	0.029038112522686	0.00998185117967332	0.315789473684211	0.039285
OR4D1	15	1	0	1	1	26	10	20	41	0.0277777777777778	0.025462962962963	0.25	0
OR4D10	11	0	0	0	0	25	10	27	36	0	0	0.282722513089005	0
OR4D11	7	1	0	1	0	21	17	33	28	0.0397350993377483	0	0.589403973509934	0.061598
OR4D2	12	1	0	1	0	30	10	29	42	0.0271493212669683	0	0.244343891402715	0.060836
OR4D5	18	0	2	2	0	35	24	41	53	0.0398550724637681	0	0.449275362318841	0.051769
OR4D6	14	0	1	1	0	29	19	38	43	0.0265486725663717	0	0.438053097345133	0.027206
OR4D9	13	0	1	1	0	27	12	27	40	0.028436018957346	0	0.303317535545024	0.025727
OR4E2	12	2	1	3	0	26	18	32	38	0.0796019900497512	0	0.467661691542289	0.070083
OR4F15	9	0	0	0	1	18	12	21	27	0	0.0376712328767123	0.438356164383562	0.017224
OR4F6	11	2	3	5	1	39	10	32	50	0.0996168582375479	0.0210727969348659	0.206896551724138	0.039755
OR4K1	29	3	2	5	0	60	35	64	89	0.0570175438596491	0	0.392543859649123	0.061416
OR4K13	10	3	0	3	0	25	16	30	35	0.0860215053763441	0	0.451612903225806	0.012308
OR4K14	22	2	1	3	0	40	10	29	62	0.0498442367601246	0	0.168224299065421	0.012712
OR4K15	9	1	0	1	0	20	5	16	29	0.0384615384615385	0	0.185897435897436	0
OR4K17	16	2	2	4	0	36	14	30	52	0.0774907749077491	0	0.273062730627306	0.012308
OR4K2	20	1	0	1	0	41	26	49	61	0.0189873417721519	0	0.424050632911392	0.05457
OR4K5	23	4	1	5	0	49	36	61	72	0.0700808625336927	0	0.495956873315364	0.049972
OR4L1	21	0	1	1	0	42	11	33	63	0.0184049079754601	0	0.180981595092025	0.046573
OR4M1	9	3	1	4	0	23	10	20	32	0.12280701754386	0	0.315789473684211	0
OR4M2	5	1	0	1	0	13	18	27	18	0.0594059405940594	0	0.930693069306931	0.152023
OR4N2	10	2	0	2	0	30	18	36	40	0.052132701421801	0	0.445497630331754	0.029213
OR4N3P	6	0	0	0	0	11	7	13	17	0	0	0.40625	0
OR4N4	7	0	0	0	0	14	5	15	21	0	0	0.25	0.023427
OR4N5	22	1	0	1	0	37	16	32	59	0.0196078431372549	0	0.274509803921569	0.032375
OR4P4	12	3	4	7	0	39	23	42	51	0.135338345864662	0	0.447368421052632	0.031945
OR4Q3	11	0	0	0	0	21	13	25	32	0	0	0.403508771929825	0.068384
OR4S1	10	2	1	3	1	24	13	23	34	0.0883977900552486	0.0303867403314917	0.38121546961326	0.063809
OR4S2	18	4	1	5	1	52	20	48	70	0.07202216066482	0.0152354570637119	0.28808864265928	0.056334
OR4X1	32	1	1	2	1	48	14	27	80	0.0267639902676399	0.01338199513382	0.180048661800487	0
OR4X2	16	0	0	0	0	24	27	37	40	0	0	0.658767772511848	0.072927
OR51A2	1	0	0	0	0	5	3	5	6	0	0	0.463414634146341	0
OR51A4	5	0	0	0	0	7	6	8	12	0	0	0.47887323943662	0.039755
OR51A7	12	2	1	3	0	32	22	44	44	0.0692640692640693	0	0.493506493506494	0.059167
OR51B2	14	2	1	3	0	34	22	46	48	0.0637450199203187	0	0.454183266932271	0.068628
OR51B4	17	0	0	0	0	28	16	30	45	0	0	0.355932203389831	0.041738
OR51B5	11	1	0	1	0	24	18	31	35	0.032258064516129	0	0.505376344086022	0.039626
OR51B6	15	1	1	2	0	28	12	24	43	0.0486725663716814	0	0.283185840707965	0.048728
OR51C1P	0	0	0	0	0	1	0	1	1	0	0	0	0
OR51D1	21	1	2	3	0	35	16	29	56	0.0549828178694158	0	0.288659793814433	0.024148
OR51E1	12	2	1	3	0	30	11	27	42	0.0723981900452489	0	0.266968325791855	0.03625
OR51E2	13	2	0	2	0	28	16	31	41	0.0509259259259259	0	0.388888888888889	0.092424
OR51F1	12	3	1	4	0	32	16	34	44	0.0909090909090909	0	0.363636363636364	0.046573
OR51F2	19	3	1	4	0	39	22	41	58	0.0697674418604651	0	0.378737541528239	0.078956
OR51G1	16	3	0	3	0	41	17	45	57	0.0540540540540541	0	0.300675675675676	0.093142
